id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
128318,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Ngala,NGA008025,2,61761,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
128790,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Yamaltu/Deba,NGA016011,2,3429,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
126800,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Damban,NGA005004,2,3128,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
126582,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Fufore,NGA002002,2,5094,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
76838,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Alkaleri,NGA005001,2,204,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
76025,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,586,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
75037,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gashaka,NGA035004,2,616,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
74879,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Jere,NGA008013,2,337357,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
74226,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Magumeri,NGA008020,2,2550,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
80087,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ibi,NGA035006,2,4124,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
79381,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fika,NGA036004,2,5830,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
79069,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Damboa,NGA008007,2,51084,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
82413,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ganjuwa,NGA005008,2,1299,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
85703,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Karasuwa,NGA036010,2,5931,2016-11-01T00:00:00,2016,11,13,Conflict,,,Not available,Not available,BA,Active
